id	GSM4092753_Control	GSM4092754_Control	GSM4092755_Control	GSM4092756_Treat	GSM4092757_Treat	GSM4092758_Treat
C14orf4	10.386395	9.84029866666667	9.56072716666667	8.08256016666667	9.05138366666667	9.497898
C14orf43	8.2175345	8.8972555	7.8798515	8.36617883333333	8.14994083333333	7.27163333333333
C14orf45	3.82467466666667	4.1553065	4.1024775	4.80192216666667	4.58069666666667	4.0573145
C14orf49	3.7520095	3.6859065	3.67857616666667	3.49820283333333	3.5539765	3.67804983333333
C14orf50	3.75692466666667	3.73099116666667	4.35799233333333	4.190183	4.44540216666667	4.274082
C14orf68	4.65869383333333	4.31860283333333	4.35144633333333	4.4280815	4.29189783333333	4.272625
C14orf73	3.85684766666667	3.5172575	3.711999	3.899237	3.6501625	3.81465316666667
C14orf79	3.95777533333333	4.512891	4.12427766666667	4.05235316666667	4.30765466666667	4.200659
C14orf80	5.1053605	4.94458083333333	5.42231516666667	5.56069033333333	5.14348666666667	4.90528783333333
C14orf93	4.46210916666667	4.61386666666667	4.66292583333333	4.55676216666667	4.764841	4.4207255
C15orf17	5.675694	4.95172916666667	4.93741466666667	5.06538066666667	4.98033016666667	4.57116466666667
C15orf2	4.60111233333333	3.56707466666667	3.64974933333333	3.6052805	3.562918	3.42059733333333
C15orf21	5.20527783333333	3.519411	3.6800125	3.50671866666667	3.47336866666667	3.72857683333333
C15orf23	4.920273	6.121801	7.67326483333333	6.37718716666667	6.79441633333333	8.263647
C15orf24	8.771241	8.715931	9.10095883333333	9.7348145	10.0669015	9.47297516666667
C15orf26	3.77185316666667	3.73509733333333	3.95786716666667	4.35905466666667	4.12514533333333	4.04232933333333
C15orf27	4.143289	3.90022433333333	3.85446833333333	3.73642	3.87104833333333	3.91446133333333
C15orf29	4.1647795	4.39287316666667	4.24782233333333	4.55279816666667	4.54453316666667	4.170528
C15orf32	3.6610425	3.9182405	3.83860216666667	3.704328	3.8904765	3.98612333333333
C15orf33	4.11797633333333	3.8696525	3.81164266666667	3.908412	3.95816616666667	3.810431
C15orf37	4.20138316666667	4.54807633333333	4.56264383333333	4.61159983333333	4.46539066666667	4.235879
C15orf38	3.97250716666667	4.47564216666667	4.74719633333333	4.68226033333333	4.2063625	4.186882
C15orf39	5.12337066666667	5.348248	5.7621895	4.7516345	4.894325	4.71355916666667
C15orf40	5.609452	5.18923933333333	5.08725316666667	5.0731495	4.947019	5.18599716666667
C15orf41	5.3661255	6.26004066666667	5.57260116666667	5.9506835	6.04958733333333	6.75017083333333
C15orf42	3.87270883333333	3.95202483333333	3.992617	3.86450766666667	4.000228	4.23067366666667
C15orf43	3.483278	3.43981383333333	3.52179933333333	3.60765716666667	3.61416633333333	3.6456285
C15orf44	5.17416666666667	5.0802385	5.46869633333333	5.08479133333333	4.94284483333333	5.2948615
C15orf48	4.073131	4.09922533333333	4.07788583333333	3.78699866666667	6.64305316666667	6.77434383333333
C15orf5	6.92343616666667	6.38332783333333	5.110037	8.56512816666667	6.89100616666667	5.65788366666667
C15orf51	3.71984291666667	3.848055	3.532838	3.77756866666667	3.6610425	3.766007
C15orf52	6.12441633333333	6.1391645	6.147476	6.1852015	5.562099	5.37488016666667
C15orf53	4.44449016666667	4.190183	4.28047983333333	3.93498516666667	3.8328635	4.04346316666667
C15orf54	3.73789466666667	4.0320155	4.24692133333333	3.75558366666667	3.80667166666667	3.97217766666667
C15orf55	4.0448195	4.2838435	4.2554345	4.118524	3.87196716666667	3.76785416666667
C15orf56	3.76699716666667	3.58084383333333	3.66451833333333	3.674987	3.64023333333333	3.48960483333333
C15orf57	6.198314	5.48911333333333	5.71090233333333	5.2308865	5.23281383333333	5.35179783333333
C15orf58	3.842799	4.14723066666667	4.330845	4.04609566666667	4.07319183333333	4.18039266666667
C15orf59	4.09637966666667	3.94974816666667	4.10314633333333	4.340923	4.08822016666667	4.31871416666667
C15orf60	4.03628483333333	3.83509183333333	4.0413045	3.79532016666667	3.923961	3.943809
C15orf61	4.043324	4.86673266666667	4.8615865	4.261808	4.45224683333333	4.46748483333333
C15orf62	3.937369	3.59945183333333	4.11450966666667	4.18207066666667	3.74607633333333	4.00832983333333
C16orf11	4.37298533333333	3.99192183333333	4.08534633333333	3.885197	4.16139133333333	4.1058955
C16orf13	6.7441545	7.6195375	8.50023033333333	8.04809283333333	7.615644	7.72235633333333
C16orf3	4.06694283333333	4.11376383333333	3.7980885	3.76277083333333	4.0079265	3.98375066666667
C16orf42	4.07317833333333	6.8477445	7.7789825	7.16195116666667	6.7122685	6.60515233333333
C16orf45	6.70888483333333	6.7441545	7.00554483333333	6.63588733333333	7.241082	5.31584316666667
C16orf46	3.83005916666667	4.2807355	3.79659266666667	4.05312583333333	4.10736233333333	3.84658466666667
C16orf48	5.73919466666667	6.04237666666667	6.8815965	6.52332166666667	6.566693	6.25376683333333
C16orf5	4.115151	4.5271205	4.6932465	4.70103366666667	4.76577983333333	4.53579633333333
C16orf53	4.14039016666667	5.69034133333333	5.62559833333333	6.10906816666667	6.05015266666667	6.29230416666667
C16orf54	4.13242	3.90254833333333	3.877624	3.61851916666667	3.77226366666667	3.912004
C16orf55	5.3590995	4.95261266666667	5.25885166666667	5.80119433333333	4.9695345	5.5874575
C16orf57	5.12935383333333	4.9442515	5.42162166666667	4.79396566666667	4.63195933333333	4.792566
C16orf58	5.19581683333333	5.50516366666667	5.363281	5.60711166666667	5.8356415	5.60668133333333
C16orf59	4.07128266666667	4.16503983333333	4.51925116666667	4.00824533333333	4.21706366666667	4.77014983333333
C16orf61	8.01370316666667	8.6926925	9.37743733333333	8.34243183333333	8.65166333333333	10.3442446666667
C16orf62	4.77910983333333	5.65744866666667	5.912821	5.476547	5.43874183333333	5.08194733333333
C16orf63	5.32158133333333	4.98302183333333	5.12067833333333	5.06360633333333	5.08725316666667	5.2859265
C16orf68	4.14848733333333	4.6007305	4.73284116666667	4.79050633333333	5.21706233333333	4.752707
C16orf7	6.99240666666667	7.259627	7.70021683333333	8.290875	7.5611185	7.11241416666667
C16orf70	4.62526016666667	4.32258833333333	4.53314333333333	4.325827	4.51523616666667	4.28234816666667
C16orf71	3.83677916666667	4.01147016666667	3.787097	3.839035	3.73645466666667	3.89666616666667
C16orf72	5.14267466666667	4.9474865	5.07980883333333	4.93820216666667	5.0382365	5.15615166666667
C16orf73	3.88420633333333	3.709719	4.15474233333333	3.86543383333333	3.960886	3.6559135
C16orf74	3.99669433333333	4.77753583333333	6.21688483333333	3.5213325	3.76357116666667	3.79904616666667
C16orf75	4.69942433333333	4.67237583333333	4.68485433333333	4.30778466666667	4.75558166666667	5.524473
C16orf78	4.77144783333333	4.67673716666667	4.04173033333333	4.3790605	4.1534465	4.19378183333333
C16orf79	4.355356	4.66356366666667	3.981045	5.188072	4.96171033333333	5.34686383333333
C16orf80	5.87871	5.9506835	6.5588375	5.17538216666667	5.60128716666667	6.04839816666667
C16orf82	3.83936583333333	3.94327083333333	3.67006316666667	4.08467216666667	3.812303	3.77185316666667
C16orf86	3.64898316666667	4.3498485	4.28178666666667	3.863744	4.642673	4.2538985
C16orf87	6.7368875	5.40362	5.18668983333333	5.55675816666667	5.65662583333333	5.60097433333333
C16orf88	5.74767133333333	6.8292325	6.45407633333333	6.80859866666667	5.61850566666667	6.6022785
C16orf89	4.23410066666667	4.225439	4.14074716666667	6.46717433333333	5.5604105	4.62484266666667
C16orf90	4.07709366666667	4.27157016666667	4.34636816666667	4.201839	4.19520883333333	4.433402
C16orf91	5.0731495	5.64385883333333	6.26724266666667	5.61395533333333	5.38363233333333	6.1406245
C16orf92	3.605106	3.75085816666667	4.01673583333333	4.26091716666667	3.77651566666667	3.66418383333333
C16orf93	4.38460466666667	4.35109366666667	4.56058033333333	4.91785	4.14723066666667	4.71513783333333
C17orf100	4.1092455	4.3952565	4.40644816666667	4.579382	4.69540083333333	4.59565816666667
C17orf101	4.00239933333333	4.768876	4.6297815	4.67958783333333	4.70310683333333	4.74419083333333
C17orf102	3.912764	4.03530366666667	4.00255616666667	4.62311166666667	4.0255	4.07503216666667
C17orf103	6.72099733333333	5.56889716666667	5.65217983333333	5.52367266666667	5.75352483333333	4.4280815
C17orf104	3.80001983333333	3.62946	3.71938833333333	3.85698083333333	3.57680083333333	3.5263255
C17orf105	3.7818585	3.59925333333333	3.65564033333333	3.63620566666667	3.67928766666667	3.36714316666667
C17orf107	5.6738915	3.75209783333333	3.676213	5.06081583333333	4.35490916666667	3.6696975
C17orf108	5.55644	5.1689885	5.3354015	5.94184866666667	6.03013683333333	4.93070666666667
C17orf28	4.192163	5.20753083333333	5.61850566666667	4.8838315	4.43124283333333	4.30702333333333
C17orf37	7.251267	8.75247583333333	9.81679183333333	7.69921533333333	8.14500066666667	8.50297483333333
C17orf39	3.86459883333333	5.050862	5.41532483333333	4.9455155	5.292124	4.476084
C17orf42	5.5147205	5.24763366666667	5.02944333333333	4.74261233333333	4.99124833333333	5.042238
C17orf46	3.88868233333333	3.532838	3.85842466666667	3.7969015	3.36139366666667	3.64937966666667
C17orf47	4.17409016666667	4.053285	4.02111933333333	4.14089	3.83037633333333	3.67102583333333
C17orf48	4.2316275	5.03090866666667	4.8851315	4.70843683333333	5.15152533333333	4.39406966666667
C17orf49	5.65918966666667	7.690155	8.28841316666667	7.85305466666667	8.2235825	8.00670033333333
C17orf50	4.06844516666667	4.098133	4.12266983333333	3.76240466666667	4.00309083333333	4.21128916666667
C17orf51	3.762988	4.40675016666667	4.373654	4.61904766666667	4.32434533333333	4.18260783333333
C17orf53	3.79457183333333	3.84564033333333	4.4845	4.1405285	4.06375983333333	4.07528933333333
C17orf55	4.06148583333333	4.15559483333333	4.04366716666667	3.88920483333333	4.04413766666667	4.01673583333333
C17orf56	4.38945266666667	5.02880416666667	5.07522283333333	4.0813215	4.58234183333333	4.17191383333333
C17orf57	3.85890933333333	3.7354895	3.90827333333333	3.9462615	3.73030583333333	3.76146333333333
C17orf58	6.23571233333333	8.35936116666667	6.45873166666667	6.09709933333333	6.37345066666667	6.37394516666667
C17orf59	5.49008533333333	5.31039433333333	5.6562455	5.000173	4.85758483333333	4.60508266666667
C17orf60	4.55259383333333	3.96526383333333	4.02990983333333	3.953836	4.01482833333333	4.44714
C17orf61	6.92102966666667	8.59713183333333	9.19569616666667	9.00015566666667	9.02549233333333	8.5515765
C17orf62	7.6722475	7.82411416666667	7.77133133333333	7.68574433333333	7.52910683333333	7.41583266666667
C17orf63	4.97373233333333	6.03389533333333	6.2275315	5.47838033333333	5.337376	4.9678925
C17orf64	4.049354	3.89235366666667	3.76266383333333	3.8076035	3.65191883333333	3.64523083333333
C17orf65	3.85120383333333	3.84336116666667	3.69239566666667	3.82196333333333	3.9316455	4.0050495
C17orf66	3.91949066666667	3.71938833333333	3.80574616666667	3.7859925	3.79737216666667	3.79757016666667
C17orf67	3.6136735	4.09168883333333	4.13702516666667	4.76274766666667	3.9764285	3.816526
C17orf68	4.871048	4.916206	4.98889033333333	4.73900733333333	4.68459533333333	4.2607335
C17orf70	5.09424966666667	5.99644916666667	6.09106433333333	6.05060366666667	5.630951	5.56340883333333
C17orf71	6.391286	6.35219583333333	6.71082433333333	5.97062066666667	6.51345716666667	6.3268215
C17orf72	3.85594683333333	4.10725616666667	3.994104	4.06694283333333	4.1036565	4.08319233333333
C17orf74	4.07849333333333	4.010492	4.11758916666667	4.09913316666667	4.17176983333333	4.19204666666667
C17orf75	4.775347	4.50312666666667	5.10108266666667	4.49993166666667	4.7755875	4.51123483333333
C17orf76	3.76273166666667	4.72993466666667	4.656812	3.65722616666667	3.97839116666667	4.09977033333333
C17orf77	3.688705	4.09703833333333	3.815958	3.66588533333333	3.80655916666667	3.56753133333333
C17orf78	4.86000233333333	3.79219883333333	3.9426255	3.7267715	3.810479	3.85105133333333
C17orf79	7.66444566666667	8.05404683333333	8.55503733333333	7.56480716666667	7.8303815	8.23402666666667
C17orf80	4.727083	4.69657283333333	4.48470466666667	3.989866	4.35630183333333	4.302163
C17orf81	4.28909416666667	4.88013566666667	5.29307983333333	4.69112933333333	5.078547	4.58234183333333
C17orf82	5.38452916666667	4.2695645	4.36203216666667	4.78052983333333	4.3548245	4.58102583333333
C17orf85	4.50589183333333	5.58947116666667	5.3915745	5.7435885	5.7674535	5.11570816666667
C17orf87	3.9162825	4.13049183333333	4.152165	4.61758083333333	4.14147066666667	4.023469
C17orf88	4.20464833333333	3.80519983333333	3.7605295	4.070784	3.8142255	3.71689066666667
C17orf89	6.0221645	7.13587033333333	7.67192166666667	6.29230416666667	6.0810535	6.57657483333333
C17orf90	3.73034816666667	4.03266883333333	4.340448	3.7695645	3.84758233333333	4.09356716666667
C17orf91	6.94202366666667	6.07781466666667	5.61039533333333	7.45298866666667	6.33502666666667	6.05060366666667
C17orf95	6.84454433333333	7.40948833333333	7.26967116666667	6.51345716666667	7.218542	7.14263766666667
C17orf96	3.7706695	4.46938966666667	4.4728715	4.39864133333333	4.15281016666667	5.3857375
C17orf97	5.27175716666667	4.58186816666667	4.7138275	5.07522283333333	4.8578195	4.31220333333333
C17orf98	3.78777016666667	3.98282416666667	4.153673	3.90595541666667	4.09220666666667	4.20592616666667
C17orf99	3.93462933333333	3.78545066666667	4.0029095	3.943809	3.99308716666667	4.17745066666667
C18orf1	5.840995	3.80142683333333	3.87213183333333	3.810597	3.84480016666667	3.833357
C18orf10	7.00554483333333	8.58129683333333	7.8318365	6.39889166666667	6.626783	7.48366533333333
C18orf12	4.0338705	4.32061066666667	3.84978808333333	3.95464566666667	4.0086115	3.853946
C18orf18	3.60993816666667	4.23067366666667	3.79480616666667	4.368352	4.18919516666667	4.34814133333333
C18orf19	5.703599	5.10520033333333	5.058603	5.6056505	5.53305883333333	6.00587516666667
C18orf2	3.74506933333333	3.93252433333333	3.85626516666667	4.0625695	3.77123	3.75291833333333
C18orf21	6.11658933333333	6.781668	6.160331	5.264841	5.99985466666667	6.81445416666667
C18orf22	5.28379558333333	5.9952605	6.04051	5.6212645	5.9024705	5.45494083333333
C18orf23	3.63168816666667	3.80253516666667	4.0832615	3.86780983333333	3.92585316666667	3.77064083333333
C18orf25	4.60817916666667	4.84073366666667	4.7516345	5.05946566666667	5.3342995	5.11474966666667
C18orf26	3.493028	3.85045733333333	3.44043933333333	3.68475916666667	3.761139	3.49102683333333
C18orf32	7.89139566666667	8.00889666666667	7.6208235	8.190918	7.77358333333333	8.16607633333333
C18orf34	3.88310333333333	4.03049466666667	3.912155	3.78791508333333	3.88354883333333	3.7068865
C18orf45	4.927046	4.63215816666667	4.64231883333333	4.66847833333333	4.57023233333333	4.45791733333333
C18orf49	3.60986033333333	4.0122055	4.01360283333333	3.77472633333333	4.12415316666667	3.81101583333333
C18orf54	4.08749083333333	4.120324	4.06348366666667	4.09430966666667	4.66535866666667	4.5552495
C18orf55	7.1516655	6.51616816666667	6.7703325	6.5642515	6.50020066666667	7.85305466666667
C18orf56	6.64017483333333	5.4410745	5.70246933333333	5.792629	5.27851466666667	5.69335416666667
C18orf62	3.97060116666667	3.69890766666667	3.9570955	4.01642883333333	4.0004095	3.78793566666667
C18orf8	4.2366815	5.3715985	5.61190683333333	4.59154583333333	4.92466633333333	5.09210083333333
C19orf10	7.64520683333333	8.895621	9.48994466666667	10.521809	9.45836783333333	9.74020233333333
C19orf12	5.58110683333333	5.39631933333333	5.49523616666667	5.77334466666667	5.25347416666667	5.30949383333333
C19orf18	3.9162825	3.81536933333333	3.9890145	5.82760333333333	4.266077	3.84985833333333
C19orf2	6.97226283333333	5.75728166666667	5.09836433333333	6.10546283333333	6.307792	6.36111683333333
C19orf20	5.11357716666667	4.68645633333333	5.7201455	4.6978545	4.77794783333333	4.50183666666667
C19orf21	4.04309066666667	4.43506483333333	3.87027	4.205845	4.34543733333333	4.616308
C19orf22	6.36789066666667	7.14452633333333	7.11728266666667	6.9742235	7.10903666666667	6.3726475
C19orf24	5.4955075	8.01990583333333	9.04448533333333	8.40738133333333	7.93145133333333	8.29906966666667
C19orf25	5.04588366666667	5.0376395	5.58643783333333	4.933682	4.923789	4.86734
C19orf26	3.51555766666667	3.74975716666667	3.62107	4.1415535	3.44712466666667	3.9126735
C19orf28	5.86515666666667	5.89532116666667	7.2822155	8.08008966666667	7.40475875	6.9406205
C19orf29	5.26824633333333	5.41093116666667	5.58675683333333	5.38263116666667	5.04450233333333	5.342027
C19orf30	3.84211	3.90439016666667	3.74593616666667	3.91173533333333	3.89148233333333	3.69288933333333
C19orf33	3.82254216666667	3.91314766666667	6.6700155	4.10679083333333	3.96616166666667	4.62840033333333
C19orf34	3.74211483333333	3.85684766666667	3.83178666666667	3.91173533333333	4.01594516666667	3.832152
C19orf35	4.87600466666667	4.2795865	4.194284	4.39028816666667	4.40063316666667	4.13781483333333
C19orf36	4.41077783333333	4.027786	3.93568266666667	4.20453783333333	4.16007666666667	3.959093
C19orf38	4.31368533333333	4.27929733333333	4.60184866666667	4.02434883333333	4.36845416666667	4.38880266666667
C19orf39	4.545753	4.476668	4.72274516666667	4.3458495	4.31639233333333	4.12099683333333
C19orf40	4.05825183333333	4.10907433333333	4.31190233333333	4.150681	3.8653895	4.174777
C19orf41	3.75357216666667	3.58621783333333	3.73209966666667	3.72766516666667	3.72031016666667	3.8727245
C19orf42	7.83696233333333	6.4532315	7.16331366666667	5.72412666666667	6.23361616666667	6.18276333333333
C19orf43	9.50381283333333	10.386395	10.4461041666667	10.3684433333333	10.031352	10.0997275
C19orf44	4.31671866666667	3.914602	4.12380283333333	3.9265465	4.01663533333333	3.95300766666667
C19orf45	3.8653895	3.84107191666667	3.85615866666667	4.12403116666667	3.89231033333333	3.842799
C19orf46	3.9834245	3.76806283333333	3.78528416666667	3.976521	4.00785533333333	3.74123733333333
C19orf47	4.2317705	4.51094033333333	4.750051	4.3948235	4.3556825	4.65954933333333
C19orf48	4.63014916666667	5.42668183333333	5.93475966666667	4.86416716666667	4.82898133333333	5.72412666666667
C19orf50	8.16607633333333	9.05495983333333	9.32595733333333	8.64316566666667	8.40374166666667	8.40738133333333
C19orf51	3.790074	4.091227	4.12095783333333	3.814461	3.9012275	3.96613116666667
C19orf52	5.89208466666667	6.95018983333333	7.08367083333333	6.49789666666667	6.50415983333333	6.96798333333333
C19orf53	9.10430766666667	10.2608865	10.4662548333333	9.18828933333333	9.46497366666667	10.2701946666667
C19orf54	4.56954033333333	5.32991733333333	5.6457185	5.124883	5.60097433333333	5.11036633333333
C19orf55	4.0677035	3.85527416666667	3.57132266666667	4.07709366666667	4.10071933333333	4.03804133333333
C19orf56	9.43562883333333	10.5180196666667	10.8362778333333	9.65519983333333	9.95914416666667	9.8629745
C19orf57	3.69689016666667	3.97784666666667	3.62203183333333	3.90378283333333	3.84070933333333	3.97668516666667
C19orf59	4.05762416666667	3.93647483333333	3.89434283333333	4.01482833333333	3.92804133333333	4.01345233333333
C19orf6	4.739758	5.07408083333333	5.32104866666667	5.44440966666667	5.38727566666667	5.08063016666667
C19orf60	6.21016916666667	6.2339865	7.31711966666667	6.238402	6.2174225	6.09481816666667
C19orf61	4.80274483333333	5.0210895	5.21248866666667	4.80669533333333	5.13191983333333	4.79573233333333
C19orf62	5.68222366666667	5.58908416666667	6.34647	5.59196033333333	5.49179433333333	5.9878925
C19orf63	10.4662548333333	11.8257886666667	11.7439496666667	12.1056778333333	11.6112718333333	11.1516483333333
C19orf66	6.20912983333333	6.38724266666667	6.526575	6.5541325	6.37993483333333	6.0695505
C19orf69	4.70878866666667	3.99025116666667	4.0977085	3.86646033333333	4.10897883333333	3.920559
C19orf70	8.9657175	8.8092305	9.65519983333333	9.08518783333333	8.76787966666667	9.0095975
C19orf71	3.930224	4.18865566666667	4.13049183333333	4.21172516666667	4.00349983333333	3.92339916666667
C19orf73	3.64012633333333	3.94702516666667	3.6815615	4.1014885	3.768145	3.60942633333333
C19orf75	3.654375	3.9439005	4.003433	3.80428383333333	3.8113075	3.9990045
C19orf76	3.738331	4.0513795	3.8653895	4.54328483333333	4.15253183333333	4.09732366666667
C19orf77	4.78710233333333	4.11874183333333	4.35905466666667	3.80947633333333	3.985747	3.74055066666667
C1D	6.76172666666667	5.53962016666667	5.505369	5.343563	5.51157183333333	5.6292025
C1GALT1	3.893717	4.21009433333333	4.30895916666667	4.26293566666667	4.99726983333333	5.30016666666667
C1GALT1C1	5.292727	6.24400666666667	6.31132966666667	5.60259383333333	6.0736935	6.06731416666667
C1QA	8.88461766666667	4.73521166666667	4.79344733333333	5.55307433333333	4.91606333333333	5.0467065
C1QB	10.8087098333333	4.28427933333333	4.2936355	4.3659605	4.2974875	4.10713483333333
C1QBP	8.49820333333333	9.39470283333333	9.39890616666667	7.78232933333333	8.15975616666667	9.49393916666667
C1QC	8.42966283333333	4.127708	4.00824533333333	4.396282	4.13770216666667	3.9156495
C1QL1	4.32258833333333	4.79669433333333	4.96171033333333	5.70181416666667	6.61496433333333	9.52092583333333
C1QL2	3.64072516666667	3.573192	3.50573016666667	3.25233333333333	3.49982366666667	3.37095616666667
C1QL3	3.75178283333333	3.915391	3.9608025	4.17045416666667	3.85441916666667	3.793699
C1QL4	3.86866883333333	4.20319333333333	4.124726	4.226663	4.08881033333333	4.30594783333333
C1QTNF1	5.183221	4.3309625	4.47024783333333	4.52695316666667	5.14060016666667	4.52983916666667
C1QTNF2	4.88612733333333	4.03421883333333	3.888024	3.92124016666667	4.0598875	4.05321433333333
C1QTNF3	3.65870183333333	3.783328	3.72149233333333	4.16604266666667	3.74879866666667	3.9417195
C1QTNF4	3.90962833333333	3.72983683333333	3.783315	3.59302733333333	3.54629133333333	3.69481925
C1QTNF6	5.18923933333333	5.492332	6.7982215	4.19669233333333	4.6189175	4.14482616666667
C1QTNF7	3.95176316666667	3.66290183333333	3.70479083333333	3.83525533333333	3.98030783333333	3.729501
C1QTNF8	3.81276983333333	4.02929733333333	3.99646283333333	4.026678	3.87357716666667	3.92553616666667
C1QTNF9B	4.62848866666667	3.88681683333333	3.86241683333333	3.7621015	3.94969283333333	3.76824933333333
C1R	10.6178716666667	4.99836966666667	4.37546216666667	7.91765166666667	10.2170316666667	8.68410416666667
C1RL	8.265261	7.24854766666667	6.80859866666667	7.52332933333333	7.80705933333333	7.47430433333333
C1S	10.1358165	4.83350716666667	4.517615	8.14994083333333	10.5323513333333	9.041335
C1orf100	3.74188016666667	3.98417533333333	3.589376	4.30143566666667	4.16988883333333	3.92909166666667
C1orf101	3.6656835	3.81276983333333	3.67019633333333	3.98108533333333	3.7207485	3.59604983333333
C1orf103	4.43912816666667	4.67476366666667	4.56189016666667	4.376426	4.850322	4.96913666666667
C1orf104	4.3941405	5.20122516666667	4.937853	5.5882645	4.91216483333333	5.24844833333333
C1orf105	3.6925435	3.59735816666667	3.69364783333333	3.82311583333333	3.5202815	3.72320933333333
C1orf106	4.00134616666667	4.175828	4.08225916666667	4.02832483333333	4.21316433333333	4.240937
C1orf107	4.45941983333333	4.2639105	4.44427733333333	4.20491883333333	4.7138275	4.31170483333333
C1orf109	3.883652	4.47493416666667	4.76627433333333	4.31462266666667	4.6156545	5.188554
C1orf110	4.17929416666667	4.60351766666667	5.72631266666667	4.2749175	4.08464583333333	4.08664616666667
C1orf111	4.0564025	3.80603466666667	3.71362116666667	3.63598733333333	3.75352183333333	3.613091
C1orf112	3.75558366666667	3.832261	4.184174	3.75554566666667	3.8101965	4.14559483333333
C1orf113	4.1955285	4.25756633333333	4.07465283333333	4.37937383333333	4.26208133333333	4.117234
C1orf114	4.08384716666667	3.78699866666667	3.6735815	3.71500783333333	3.79112083333333	4.10688666666667
C1orf115	4.25884983333333	7.68391266666667	8.33683633333333	3.87152083333333	4.13621133333333	4.0649475
C1orf116	3.89996316666667	3.82663383333333	3.91018233333333	3.90389766666667	3.93621583333333	3.76128266666667
C1orf120	4.36076166666667	3.86701366666667	3.93588366666667	3.80617966666667	3.71336916666667	3.627629
C1orf122	9.3007845	8.90176216666667	9.524557	9.6127115	9.93641666666667	9.19569616666667
C1orf123	7.79140633333333	7.85747883333333	8.071084	7.53571516666667	8.3054455	7.99673633333333
C1orf124	4.40438533333333	4.306229	4.57695116666667	4.40820416666667	4.323476	4.42322316666667
C1orf125	4.17745066666667	3.87440566666667	3.66021933333333	3.681675	3.85980666666667	3.83774366666667
C1orf126	3.805317	3.68502783333333	3.65298016666667	3.742061	3.808412	3.598533
C1orf127	3.76934266666667	4.1591305	4.261808	4.0061625	3.96180383333333	4.1326115
C1orf128	6.36597033333333	6.001197	6.23265483333333	6.13691516666667	6.0676215	6.5566075
C1orf129	3.890402	3.81934183333333	4.04413766666667	3.89001	3.95513333333333	3.9878445
C1orf130	3.82607166666667	3.786898	3.8328635	3.87672783333333	3.862606	3.8520775
C1orf131	5.37016383333333	5.87206933333333	5.51529966666667	5.46158233333333	5.77871533333333	6.34871366666667
C1orf135	4.374825	3.928241	3.91535691666667	4.035957	3.94476833333333	4.32871466666667
C1orf138	4.005448	3.88335933333333	3.94480466666667	3.80707883333333	4.021308	4.02796933333333
C1orf14	3.99710466666667	3.93989333333333	3.783315	3.903612	3.7855075	3.94023916666667
C1orf141	4.03985383333333	3.98745966666667	3.67119583333333	3.497655	3.76899233333333	3.47336866666667
C1orf144	5.13845616666667	5.5609015	6.25901183333333	5.04821933333333	4.9760745	5.6760765
C1orf146	3.75833916666667	3.676251	3.77735333333333	3.67342	3.638861	3.40127983333333
C1orf150	3.73062983333333	3.76326183333333	3.545217	3.64583983333333	3.92435433333333	3.53224866666667
C1orf151	7.34262833333333	7.54866333333333	7.73100716666667	7.2036655	7.36968866666667	7.98848766666667
C1orf152	3.81489216666667	4.10234183333333	4.08930366666667	4.14584066666667	4.186882	3.928305
C1orf156	5.76704408333333	5.68943466666667	5.10667616666667	4.3227045	4.79573233333333	5.02560533333333
C1orf157	3.89977483333333	4.12464633333333	3.860287	3.91696383333333	4.04552116666667	3.81120766666667
C1orf158	3.87416033333333	4.13024408333333	4.07419666666667	4.02460216666667	4.01336733333333	4.20574983333333
C1orf159	4.12319866666667	4.12906933333333	4.276946	4.12639033333333	4.200659	4.15541916666667
C1orf161	3.9484055	3.69321291666667	3.54011316666667	3.69462716666667	3.67723866666667	3.64160016666667
C1orf162	6.06558166666667	3.60196433333333	3.84158516666667	3.738581	3.67551	3.74914083333333
C1orf163	4.40451933333333	5.43976166666667	5.60226666666667	4.70793933333333	5.01725016666667	5.51121716666667
C1orf168	3.74664633333333	3.6868115	3.69517083333333	3.69816533333333	3.59203366666667	3.66344266666667
C1orf170	3.8730205	3.88208966666667	3.80122316666667	4.03804133333333	3.86210616666667	3.9079795
C1orf172	4.48263966666667	3.92287033333333	4.07893133333333	4.15512533333333	4.0826505	4.1029365
C1orf173	3.67492916666667	3.562473	4.05476566666667	3.99821933333333	3.66499266666667	3.562473
C1orf174	6.39447083333333	5.938413	6.16594316666667	6.43957416666667	6.06924366666667	6.086324
C1orf175	4.05911666666667	4.06787	4.076892	4.14723066666667	4.29725416666667	3.99192183333333
C1orf177	4.17619783333333	4.07423283333333	4.00118433333333	4.17651516666667	3.9194705	4.01472383333333
C1orf182	4.078393	4.31151116666667	4.376234	4.09996266666667	4.13126066666667	4.14287033333333
C1orf183	5.10520033333333	5.01963316666667	4.8832255	5.21948483333333	5.55675816666667	4.768876
C1orf185	3.70577416666667	3.89713133333333	3.86748983333333	3.80803483333333	3.82613308333333	3.655109
C1orf186	3.82058833333333	3.99753633333333	3.94640316666667	3.474173	3.810431	3.71019733333333
C1orf187	4.18178133333333	4.17470033333333	4.09616533333333	4.60184866666667	4.0396895	4.5524175
C1orf189	4.487255	3.86175883333333	3.87100083333333	3.75149766666667	3.928241	3.64473833333333
C1orf190	4.24269866666667	4.09899583333333	4.4321765	4.43370983333333	4.21568233333333	4.09759166666667
